wordKey,exp
"far","If you think far into the future, what action would benefit you the most if you take it now?"
"far","As far as I know, they are working on colonizing the Moon."
"far","As far as I'm concerned, honesty is an essential virtue in a friendship."
"far","We haven't mastered English yet, but so far, so good."
"far","He was by far the best player."
"focus","He couldn't focus on reading as there was far too much noise."
"focus","Sometimes, people go to a library to focus better."
"focus","A lot of noise caused him to lose focus."
"focus","Some people like to be the focus of attention."
"focus","Language learning has become my focus of interest lately."
"function","The function of the heart is to pump blood to the rest of the body."
"function","The radiator performs the function of keeping the place warm."
"function","He wasn't certain about his function in the company."
"function","The washing machine was functioning just fine, until it broke down this morning."
"grass","She was walking barefoot on grass in the park."
"grass","The kid found a ladybug in the grass."
"guard","This ointment will guard your skin from the sun."
"guard","The soldiers were trying to guard the town."
"guard","He was guarding a section of the prison."
"guard","There are prison guards to deter prisoners from running away."
"guard","A few armed guards were walking around the area."
"image","The image of their son made them cry."
"image","There were a few black-and-white images."
"image","It would have a bad effect on his public image among citizens."
"immediate","He asked the support team how to fix the problem, and there was an immediate response."
"immediate","The venom has an immediate effect on the victim."
"primary","Her primary thoughts were about her children."
"primary","Earning more money was the primary reason she took the job offer."
"primary","Nowadays, my primary concern is to master English."
"proud","I'm so proud that we're learning English."
"proud","She was proud of her son at that moment."
"proud","He's very proud to be part of the project."
"remain","The doctor told her to remain in bed for a few days."
"remain","All his friends went to that game, but he remained home."
"remain","We should remain focused on this."
"remain","The final part of the project remained to be done."
"rest","The couple rested on the couch by watching a sitcom."
"rest","We need to step aside from our computer screens and rest for a while."
"rest","Sherlock promised that he wouldn't rest until he solved the mystery."
"separate","They live in separate apartments in separate towns."
"separate","We should keep our private life and work separate."
"separate","We should separate the recyclable materials from regular trash before disposal."
"site","The Great Wall is located in a majestic site."
"site","The site of the crime was covered in blood."
"site","The exact site for the project has yet to be found."
"site","The meeting was supposed to be held on site."
"site","He was an off-site employee who worked remotely."
"tail","The dog wagged its tail while walking."
"trouble","I had trouble finding the exact location."
"trouble","The trouble started when he wanted to participate."
"trouble","She had a lot of trouble with the kids."
"trouble","The little kid was in trouble with the bullies."
"trouble","He got into trouble with him after his remark."
"trouble","Their relationship ran into trouble due to a conflict of opinion."
"trouble","She wanted to stay out of trouble by not commenting on their conversation."
"trouble","He was looking for trouble, so they kicked him out."
"advertise","They wanted to advertise their new product."
"advertise","He advertised for someone to fix the roof of his house."
"aware","She was well aware of the situation."
"aware","Are you aware that they are ripping us off?"
"battery","The battery was dead, so he was looking for a new one."
"black","The alley was so black that he could barely see where he was stepping."
